pub_ID,included,sp_name,genus,species,clone.strain,study_type,polymer,size_um_mean,size_um_SD,size_nm_mean,size_nm_sd,particles_per_mg,shape,color,fluorescence,modified,mod_type,surface_charge,surfactant,biotic_env,weathered,density_gcm-3,excitation_nm,emission_nm,company,MP_comments,age_d,generation,age_comment,food_source,food_present,temperature,pH,DOC_added,DOC_type,other_added,other_type,exp_time_h,exp_time_d,conc_p_ml-1,conc_mg_ml-1,conc_mg_l-1,conc_ppm,extracted_by,c_n_replicates,c_mean,c_SD,c_SE,c_ind_per_replicate,c_n_individuals,c_dead,c_alive,t_n_replicates,t_mean,t_SD,t_SE,t_ind_per_replicate,t_n_individuals,t_dead,t_alive,data_comment
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.068,0.008,68,8,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,10,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.70,0.14,NA,20,60,NA,NA,"from Figure 3B with metaDigitise, Lake water from Station 2, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.068,0.008,68,8,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,15,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.90,0.14,NA,20,60,NA,NA,"from Figure 3B with metaDigitise, Lake water from Station 2, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.10,0.009,100,9,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,1,NA,MM,3,0,0,NA,20,60,NA,NA,3,0,0,NA,20,60,NA,NA,"from Figure 3B with metaDigitise, Lake water from Station 2, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.10,0.009,100,9,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,5,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.20,0.08,NA,20,60,NA,NA,"from Figure 3B with metaDigitise, Lake water from Station 2, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.10,0.009,100,9,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,10,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.30,0.14,NA,20,60,NA,NA,"from Figure 3B with metaDigitise, Lake water from Station 2, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.10,0.009,100,9,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,15,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.50,0.14,NA,20,60,NA,NA,"from Figure 3B with metaDigitise, Lake water from Station 2, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.10,0.009,100,9,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,20,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.80,0.08,NA,20,60,NA,NA,"from Figure 3B with metaDigitise, Lake water from Station 2, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.10,0.009,100,9,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,30,NA,MM,3,0,0,NA,20,60,NA,NA,3,1,0,NA,20,60,NA,NA,"from Figure 3B with metaDigitise, Lake water from Station 2, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.023,0.005,23,5,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,0.5,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.10,0.13,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.023,0.005,23,5,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,1,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.20,0.28,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.023,0.005,23,5,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,2,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.50,0.14,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.023,0.005,23,5,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,5,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.80,0,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.023,0.005,23,5,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,10,NA,MM,3,0,0,NA,20,60,NA,NA,3,1,0,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.023,0.005,23,5,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,15,NA,MM,3,0,0,NA,20,60,NA,NA,3,1,0,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.044,0.006,44,6,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,0.5,NA,MM,3,0,0,NA,20,60,NA,NA,3,0,0,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.044,0.006,44,6,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,1,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.15,0.10,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.044,0.006,44,6,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,2,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.45,0.15,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.044,0.006,44,6,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,5,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.75,0,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.044,0.006,44,6,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,10,NA,MM,3,0,0,NA,20,60,NA,NA,3,1,0,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.044,0.006,44,6,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,15,NA,MM,3,0,0,NA,20,60,NA,NA,3,1,0,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.068,0.008,68,8,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,0.5,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.10,0,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.068,0.008,68,8,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,1,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.10,0.14,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.068,0.008,68,8,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,2,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.30,0.14,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.068,0.008,68,8,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,5,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.50,0.14,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.068,0.008,68,8,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,10,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.90,0.14,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.068,0.008,68,8,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,15,NA,MM,3,0,0,NA,20,60,NA,NA,3,1,0,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.10,0.009,100,9,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,1,NA,MM,3,0,0,NA,20,60,NA,NA,3,0,0,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.10,0.009,100,9,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,5,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.20,0,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.10,0.009,100,9,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,10,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.40,0,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.10,0.009,100,9,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,20,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.71,0.13,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.10,0.009,100,9,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,30,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.90,0,NA,20,60,NA,NA,"from Figure 3C with metaDigitise, Lake water from Station 3, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.023,0.005,23,5,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,0.5,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.20,0.18,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.023,0.005,23,5,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,1,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.30,0.13,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.023,0.005,23,5,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,2,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.40,0.16,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.023,0.005,23,5,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,5,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.90,0.14,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.023,0.005,23,5,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,10,NA,MM,3,0,0,NA,20,60,NA,NA,3,1,0,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.023,0.005,23,5,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,15,NA,MM,3,0,0,NA,20,60,NA,NA,3,1,0,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.044,0.006,44,6,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,0.5,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.30,0.43,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.044,0.006,44,6,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,1,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.70,0.14,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.044,0.006,44,6,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,2,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.90,0.14,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.044,0.006,44,6,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,5,NA,MM,3,0,0,NA,20,60,NA,NA,3,1,0,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.044,0.006,44,6,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,10,NA,MM,3,0,0,NA,20,60,NA,NA,3,1,0,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.044,0.006,44,6,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,15,NA,MM,3,0,0,NA,20,60,NA,NA,3,1,0,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.068,0.008,68,8,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,0.5,NA,MM,3,0,0,NA,20,60,NA,NA,3,0,0,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.068,0.008,68,8,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,1,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.30,0.13,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
Pochelon2021,yes,Daphnia magna,Daphnia,magna,"DAPHTOXKIT, Microbiotests Inc., Ghent, Belgium",lab,PS,0.068,0.008,68,8,NA,spherical,NA,no,yes,amidine derivatized,positive,no,no,no,1.055,NA,NA,"Thermo fisher scientific, Waltham, MA, USA",-CNH2NH2+,0,0,,NA,no,NA,NA,yes,lake water,no,NA,48,2,NA,NA,2,NA,MM,3,0,0,NA,20,60,NA,NA,3,0.60,0.18,NA,20,60,NA,NA,"from Figure 3D with metaDigitise, Lake water from Station 4, number of daphnids assumed to be 20 according to OECD guidance 202"
